308.1887565490111, 6.995884773662552e-06, 284
308.1887565490111, 6.995884773662552e-06, 285
308.1887565490111, 6.995884773662552e-06, 285
308.1887565490111, 6.995884773662552e-06, 285
308.1887565490111, 6.995884773662552e-06, 285
308.1887565490111, 6.995884773662552e-06, 284
308.1887565490111, 6.995884773662552e-06, 282
308.1887565490111, 6.995884773662552e-06, 280
308.1887565490111, 6.995884773662552e-06, 279
308.1887565490111, 6.995884773662552e-06, 278
308.1887565490111, 6.995884773662552e-06, 278
308.1887565490111, 6.995884773662552e-06, 278
308.1887565490111, 6.995884773662552e-06, 278
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 277
308.1887565490111, 6.995884773662552e-06, 276
308.1887565490111, 6.995884773662552e-06, 273
308.1887565490111, 6.995884773662552e-06, 270
308.1887565490111, 6.995884773662552e-06, 268
312.7209441453201, 7.098765432098766e-06, 266
308.1887565490111, 6.995884773662552e-06, 266
308.1887565490111, 6.995884773662552e-06, 265
308.1887565490111, 6.995884773662552e-06, 265
312.7209441453201, 7.098765432098766e-06, 263
312.7209441453201, 7.098765432098766e-06, 263
312.7209441453201, 7.098765432098766e-06, 262
312.7209441453201, 7.098765432098766e-06, 262
312.7209441453201, 7.098765432098766e-06, 261
312.7209441453201, 7.098765432098766e-06, 260
312.7209441453201, 7.098765432098766e-06, 260
312.7209441453201, 7.098765432098766e-06, 260
312.7209441453201, 7.098765432098766e-06, 259
312.7209441453201, 7.098765432098766e-06, 259
312.7209441453201, 7.098765432098766e-06, 258
312.7209441453201, 7.098765432098766e-06, 258
312.7209441453201, 7.098765432098766e-06, 258
312.7209441453201, 7.098765432098766e-06, 257
312.7209441453201, 7.098765432098766e-06, 257
312.7209441453201, 7.098765432098766e-06, 256
312.7209441453201, 7.098765432098766e-06, 256
312.7209441453201, 7.098765432098766e-06, 256
312.7209441453201, 7.098765432098766e-06, 256
312.7209441453201, 7.098765432098766e-06, 255
312.7209441453201, 7.098765432098766e-06, 255
312.7209441453201, 7.098765432098766e-06, 255
312.7209441453201, 7.098765432098766e-06, 256
312.7209441453201, 7.098765432098766e-06, 255
312.7209441453201, 7.098765432098766e-06, 255
312.7209441453201, 7.098765432098766e-06, 254
317.2531317416291, 7.20164609053498e-06, 253
317.2531317416291, 7.20164609053498e-06, 253
317.2531317416291, 7.20164609053498e-06, 252
317.2531317416291, 7.20164609053498e-06, 252
312.7209441453201, 7.098765432098766e-06, 253
317.2531317416291, 7.20164609053498e-06, 252
312.7209441453201, 7.098765432098766e-06, 251
317.2531317416291, 7.20164609053498e-06, 247
317.2531317416291, 7.20164609053498e-06, 245
317.2531317416291, 7.20164609053498e-06, 244
317.2531317416291, 7.20164609053498e-06, 242
317.2531317416291, 7.20164609053498e-06, 241
317.2531317416291, 7.20164609053498e-06, 240
317.2531317416291, 7.20164609053498e-06, 239
317.2531317416291, 7.20164609053498e-06, 238
317.2531317416291, 7.20164609053498e-06, 238
317.2531317416291, 7.20164609053498e-06, 237
317.2531317416291, 7.20164609053498e-06, 237
317.2531317416291, 7.20164609053498e-06, 236
317.2531317416291, 7.20164609053498e-06, 235
